code,Nom,Handelsbenaming,Rue,Numero,Code postal,Localité,Pays,Téléphone,Verkort-nr,Fax-nr,Gsm,BTW-nr,Mail leveringsbon,Mail factuur,Familienaam contactpersoon,Voornaam Contactpersoon,Telefoonnr,E-mail,Functie,Afzetkanaal,Klantengroep,Datum laatste bestelling,Facturatieperiode,Max. toegestaan krediet,Datum aanmaak klant,Transporteur,Alfacode,Picking groep,Vertegenwoordiger,Naam
2430.0,BAALBECK 2020,,RUE DE CLEF,16,7000.0,MONS,BEL,,,,0488/01.48.22,BE0737.984.908,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-09-05,MONS,,,1.0,HTT
2431.0,LE PARION,,ROUTE DE FLOBECQ,18,7800.0,ATH,BEL,,,,0498/83.18.63,BE0506.774.520,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-09-05,MONS,,,1.0,HTT
2432.0,JULIEN DEBIEVE,P'TITE FAIM,AVENUE DE JEMAPPES,2/0,7000.0,MONS,BEL,,,,0474/81.46.10,BE0754.524.792,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-21,Klanten HTT,0.0,2023-09-05,MONS,,,1.0,HTT
2434.0,AP PIZZA STREET FOOD NAPOLETANO,,GRAND RUE,61,7000.0,MONS,BEL,,,,0476/05.47.99,BE0793.859.183,NEE,NEE,BOEKHOUDING,,,lvmrk28@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-05,Klanten HTT,500.0,2023-09-06,MONS,,,1.0,HTT
2435.0,LA PRIMAVERA,,RUE D'HAVRE,2,7000.0,MONS,BEL,065/33.90.43,,,0465/48.95.88,BE0889.065.871,NEE,NEE,boekhouding,,,piazzafrancesco54@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,500.0,2023-09-06,MONS,,,1.0,HTT
2436.0,VALSIM,RESTAURANT STESSA LUNA,RUE DES CLERCS,4,7000.0,MONS,BEL,,,,0470/50.57.01,BE0417.856.697,NEE,JA,boekhouding,,,stessaluna@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-09-07,MONS,,,1.0,HTT
2440.0,SAVEURS SUCREES SALEES,,RUE DU MANOIR,2,6900.0,MARCHE-EN-FAMENNE,BEL,,,,0472/45.70.69,BE0673.793.771,NEE,NEE,boekhouding,,,inattendu.d@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-02-06,Klanten HTT,1500.0,2023-09-14,MONS,,,1.0,HTT
2442.0,SARABELLA SRL RESTAURANT,ET LA SUITE,RUE DE TERTRE,50,7331.0,BOUDOUR,BEL,,,,,BE0445.307.796,NEE,JA,boekhouding,,,etlasuite.restaurant@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-30,Klanten HTT,0.0,2023-09-15,MONS,,,1.0,HTT
2443.0,MASARYS,,CHAUSSEE DE MAUBERGE,225,7022.0,MONS,BEL,065/22.78.40,,,0488/86.04.01,BE0716.948.477,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-03-15,Klanten HTT,500.0,2023-09-18,MONS,,,1.0,HTT
2444.0,L'IMPERATIF D'EOLE,,GRAND'ROUTE,58,7040.0,QUEVY,BEL,,,,0478/52.91.69,BE0800.653.539,NEE,NEE,boekhouding,,,invoices@chantdeole.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2023-09-18,MONS,,,1.0,HTT
2449.0,NOTA BENE,,CHAUSSEE DU ROI BAUDOUIN,161,7030.0,MONS,BEL,065/95.06.49,,,0473/71.68.10,BE0630.876.815,NEE,NEE,boekhouding,,,notabene.mons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,750.0,2023-09-27,MONS,,,1.0,HTT
2451.0,THIERRY BALZARINI,,AVENUE PAUL PASTUR,93,6032.0,CHARLEROI,BEL,,,,0496/25.42.44,BE0564.901.670,NEE,JA,boekhouding,,,mirella_licata@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,500.0,2023-10-02,MONS,,,1.0,HTT
2452.0,DSM-CONSULT,,RUE CLEMENCEAU,45,7340.0,COLFONTAINE,BEL,065/98.15.24,,,0487/24.59.21,BE0671.603.155,NEE,JA,boekhouding,,,julien@dsm-consult.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,250.0,2023-10-04,MONS,,,1.0,HTT
2455.0,NORBERG VINCENT,,RUE EMILE JAMBE,156,7021.0,MONS,BEL,,,,0479/70.00.89,BE0864.581.586,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-10-05,MONS,,,1.0,HTT
2460.0,UNIVERSITE DE MONS,,PLACE DU PARC,20,7000.0,MONS,BEL,,,,0479/89.13.55,BE0850.123.935,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,finances@umons.ac.be,,,09 HORECA,,Klanten HTT,500.0,2023-10-12,MONS,,,1.0,HTT
2468.0,VIPLUX SARL,,RUE EDMOND REUTER,23B,5326.0,CONTERN,LUX,00352/26.66.06.47,,,,LU20801320,NEE,JA,boekhouding,,,info@ad-vitam-eternam.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-10-19,Klanten HTT,500.0,2023-10-20,MONS,,,1.0,HTT
2473.0,ALL EVENTS CONCEPT SRL,BIRDIE RESTAURANTGOLF D'AVERNAS,AVENUE DES AMANDIERS,15,1020.0,BRUXELLES,BEL,,,,0479/84.01.57,BE0797.478.471,NEE,NEE,boekhouding,,,andre.nefontaine@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-06,Klanten HTT,500.0,2023-11-02,MONS,,,1.0,HTT
2475.0,TRAITEUR GILLES,,"RUE DE BRUYERE, LEUZE",49,5310.0,EGHEZEE,BEL,,,,0475/47.51.26,BE0826.775.837,NEE,NEE,boekhouding,,,gillescoor@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2023-11-13,MONS,,,1.0,HTT
2476.0,DE BOUCHE A OREILLE,,ROUTE D'ATH,150,7050.0,JURBISE,BEL,,,,0473/974.753,BE0867.523.656,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-10-07,Klanten HTT,500.0,2023-11-14,MONS,,,1.0,HTT
2480.0,MALO SRL,,CHAUSSEE DE BINCHE,50B BOITE,7000.0,MONS,BEL,065/98.21.03,,,,BE0803.448.030,,,,,,,,,09 HORECA,2024-02-14,Klanten HTT,500.0,2023-11-22,MONS,,,1.0,HTT
2481.0,THE GALLERY,,RUE JULES DESTREE,172,7390.0,QUAREGNON,BEL,,,,0492/44.12.84,BE1001.699.006,,,,,,,,,09 HORECA,2024-02-20,Klanten HTT,0.0,2023-11-23,MONS,,,1.0,HTT
2482.0,CORNU MANON,,RUE DE LA STATION,56 BOITE 3,7080.0,FRAMERIES,BEL,,,,0477/23.42.50,BE0750.540.864,NEE,JA,boekhouding,,,man.cornu@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-04-23,Klanten HTT,500.0,2023-11-27,MONS,,,1.0,HTT
2483.0,REJANE BOUILLONS,,RUE MARECHAL FOCH,82,59740.0,LIESSIES,FRA,,,,,,NEE,JA,boekhouding,,,rejanebouillon@orange.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-11-27,MONS,,,1.0,HTT
2484.0,MANITAS,,GRAND PLACE,18,7000.0,MONS,BEL,,,,0479/44.03.41,BE0778.683.633,JA,NEE,BOEKHOUDING,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-11-27,MONS,,,1.0,HTT
2485.0,CICCATH,,RUE BOURGOGNE,5A,4452.0,JUPRELLE,BEL,,,,,BE0451.333.278,NEE,NEE,boekhouding,,,santus.alex@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-11-30,MONS,,,1.0,HTT
2493.0,M.L. TECHNOLOGIES,,RUE DU CAMP,91,7034.0,MONS,BEL,,,,0497/57.16.93,BE0456.547.029,NEE,JA,boekhouding,,,fannylemaire@live.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-12-11,MONS,,,1.0,HTT
2494.0,PAPILLEZ-VOUS,,RUE DES ARQUEBUSIERS,66,7000.0,MONS,BEL,,,,0477/89.75.56,BE1000.429.987,,,,,,,,,09 HORECA,2023-12-28,Klanten HTT,500.0,2023-12-12,MONS,,,1.0,HTT
2496.0,LA DIGUE SRL,,RUE DU GRAND CENTRAL,37,6000.0,CHARLEROI,BEL,,,,0485/72.48.59,BE0425.676.283,NEE,JA,boekhouding,,,ladigue37@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-06,Klanten HTT,5000.0,2023-12-13,MONS,,,1.0,HTT
2498.0,L'EXPRESS,,PLACE LEOPOLD,9,7000.0,MONS,BEL,,,,0472/41.71.57,BE0759.741.711,NEE,JA,boekhouding,,,mimi270366@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-16,Klanten HTT,500.0,2023-12-14,MONS,,,1.0,HTT
2499.0,TAVERNE LES ARCADES,,GRAND PLACE,5,7330.0,SAINT-GHISLAIN,BEL,,,,0470/98.83.25,BE0725.440.630,NEE,JA,boekhouding,,,lesarcadesabp@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-12-06,Klanten HTT,500.0,2023-12-15,MONS,,,1.0,HTT
2502.0,IDELIAS SRL,,AVENUE DU BELIAN,2,7000.0,MONS,BEL,,,,0475/31.76.86,,NEE,JA,boekhouding,,,stephane.dieu@idelias.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-18,Klanten HTT,500.0,2023-12-18,MONS,,,1.0,HTT
2521.0,L'ECAILLER MARCHOIS,,"MARCHE,RUE DES TANNEURS",7,6900.0,MARCHE-EN-FAMENNE,BEL,084/47.70.45,,,0475/26.75.97,BE0776.802.031,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,invoice@lecailler-marchois.be,,,06 POISSONERIE,2025-01-27,Klanten HTT,0.0,2024-01-22,MONS,,,1.0,HTT
2522.0,2CC67 SRL,INTERMARCHE MAISIERE,RUE GRANDE,208/A,7000.0,MONS,BEL,,,,0476/70.94.96,BE0813.226.521,NEE,NEE,boekhouding,,,geoffrey.lacroix@u2s.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,2024-03-01,Klanten HTT,0.0,2024-01-23,MONS,,,1.0,HTT
2524.0,LE TEDDY'S,,RUE DE NIMY,8,7000.0,MONS,BEL,,,,0486/57.66.46,BE0805.741.782,NEE,JA,boekhouding,,,leteddysmons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2024-01-24,MONS,,,1.0,HTT
2528.0,A.R.C. BORINAGE-HAUT-PAYS,,RUE DU GENERAL LEMAN,23B,7370.0,DOUR,BEL,,,,0475/80.53.05,BE0430.229.246,NEE,NEE,boekhouding,,,asblarcdour@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-02-09,Klanten HTT,500.0,2024-01-29,MONS,,,1.0,HTT
2534.0,L'APTIT,,RUE DU GRAND CENTRAL,51,6000.0,CHARLEROI,BEL,,,,0472/06.52.64,BE0837.474.343,NEE,NEE,boekhouding,,,Pieredebidart@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-02-01,MONS,,,1.0,HTT
2535.0,VILAIN,,AVENUE PAUL PASTUR,365,6032.0,CHARLEROI,BEL,,,,0499/42.33.18,BE0782.988.255,NEE,NEE,boekhouding,,,hello@vilainrestaurant.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2024-02-01,MONS,,,1.0,HTT
2536.0,COLLIN'S,,RUE LEOPOLD III,3,7011.0,GHLIN,BEL,,0484/02.72.07,,0487/59.41.97,BE0771.880.963,NEE,JA,boekhouding,,,invoices@lecollins.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-07-11,Klanten HTT,1000.0,2024-02-02,MONS,,,1.0,HTT
2537.0,COMITE D'ANIMATION,,RUE PAUL PASTUR,11,7800.0,ATH,BEL,,,,,,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2024-02-02,MONS,,,1.0,HTT
2539.0,MAMY ARLETTE,,RUE DE TOURNAI,10,7900.0,LEUZE-EN-HAINAUT,BEL,,,,0479/45.41.03,BE1002.331.286,NEE,NEE,boekhouding,,,Compta@mamy-arlette.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-05,Klanten HTT,1500.0,2024-02-05,MONS,,,1.0,HTT
2541.0,CHEZ ARNAUD SPRL,,PLACE ALBERT I,14,6041.0,CHARLEROI,BEL,,,,0475/31.53.62,BE0661.629.971,NEE,JA,boekhouding,,,arnaud@chez-arnaud.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-02-07,MONS,,,1.0,HTT
2542.0,LE MENU PLAISIR,,RUE DE PATURAGES,84,7390.0,QUAREGNON,BEL,,,,0495/79.38.62,BE0476.785.880,NEE,NEE,boekhouding,,,info@lemenuplaisir.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-03,Klanten HTT,500.0,2024-02-07,MONS,,,1.0,HTT
2552.0,STREPYDIS,,RUE DE L'INDEPENDANCE,81,7110.0,LE LOUVIERE,BEL,064/67.80.40,,,,BE0732.580.919,NEE,NEE,boekhouding,,,cateno.sanguine-adh@mousquetaires.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,,Klanten HTT,2500.0,2024-02-26,MONS,,,1.0,HTT
2555.0,GERPIDIS,,CHAUSSEE DE PHILIPPEVILLE,196,6280.0,GERPINNES,BEL,071/21.69.09,,,,BE0802.039.451,NEE,NEE,boekhouding,,,pdv09863@mousquetaires.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,gerpinnescompta@gmail.com,,,05 VISHANDEL,2026-01-06,Klanten HTT,0.0,2024-02-29,MONS,,,1.0,HTT
2561.0,ADEL MONS SA,,CHAUSSEE DU ROEULX,292,7000.0,MONS,BEL,065/84.73.69,,,,BE1001.017.234,NEE,JA,boekhouding,,,comptabilite@adelmons.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-03-07,MONS,,,1.0,HTT
2563.0,DELNIVELLE SRL,,CHAUSSEE DE MONS,18,1400.0,NIVELLES,BEL,,,,0472/35.64.63,BE0804.897.882,NEE,NEE,boekhouding,,,Secretariat@delnivelles.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,,Klanten HTT,2500.0,2024-03-08,MONS,,,1.0,HTT
2566.0,SCHP CONCEPT,,RUE DES JUIFS,61,7050.0,JURBISE,BEL,,,,0497/41.64.61,BE1006.813.181,NEE,NEE,boekhouding,,,Schp.concept@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-03-18,MONS,,,1.0,HTT
2567.0,LES HAZALLES RESTAURANT,,PRE LIGNE,3,6940.0,DURBUY,BEL,086/21.03.92,,,0496/72.85.82,BE0895.330.487,NEE,NEE,boekhouding,,,leshazalles@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-03-20,MONS,,,1.0,HTT
2570.0,LIBERT G SRL,,RUE DU COLONEL DETTMER,2,7500.0,TOURNAI,BEL,,,,0470/02.23.24,BE0804.620.245,NEE,NEE,boekhouding,,,info@latablederic.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-09-23,Klanten HTT,2000.0,2024-03-21,MONS,,,1.0,HTT
2571.0,DI FRANCISCA ROSARIO,,RUE VALERE MABILLE,57,7140.0,MORLANWELZ,BEL,,,,0499/82.89.93,BE0653.582.040,NEE,JA,boekhouding,,,saro1970@outlook.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-03-22,MONS,,,1.0,HTT
2573.0,MIKE ELLIOT COMMERCIALISATIONLA CENTRALE CPK,,AVENUE ALBERT EINSTEIN,18,93150.0,LE BLANC MESNIL,FRA,0033/663.12.98.04,,,,FR47334820958,,,,,,,,,09 HORECA,2024-03-28,Klanten HTT,5000.0,2024-03-26,MONS,,,1.0,HTT
2577.0,LA FLAMBEE,,RUE DU RAT D'EAU,45B,7387.0,HONELLES,BEL,065/77.85.55,,,,BE0755.339.295,NEE,NEE,Boekhouding,,,la_flambeedelivery@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2024-04-02,MONS,,,1.0,HTT
2579.0,ZHOU & FILS,,RUE VINCENT VAN GOGH,45,7033.0,CUESMES,BEL,,,,0486/48.26.26,BE0721.884.094,NEE,NEE,boekhouding,,,vincentzhou1703@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-04-03,MONS,,,1.0,HTT
2580.0,SONALIM,,CHAUSSEE DE LESSINES,6,7060.0,SOIGNIES,BEL,,,,,BE0877.690.543,NEE,JA,boekhouding,,,pdv05826@mousquetaires.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,2024-04-05,Klanten HTT,0.0,2024-04-05,MONS,,,1.0,HTT
2582.0,DOMAINE DU CHANT EOLE,CHAMP D'EOLE EVENEMENT,GRAND'ROUTE,58,7040.0,QUEVY,BEL,065/22.05.00,,,,BE0526.828.081,NEE,NEE,boekhouding,,,aude.awoust@chantdeole.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,invoices@chantdeole.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-04-10,MONS,,,1.0,HTT
2583.0,SAKURA CM ZAVENTEM,,LEUVENSESTEENWEG,179,1932.0,ZAVENTEM,BEL,,,,0488/46.95.90,BE0745.647.710,NEE,NEE,boekhouding,,,sakura-cm@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-04-10,MONS,,,1.0,HTT
2587.0,CHRISTOPHE BRUYERE,,RUE DE MALPLAQUET,15,7040.0,QUEVY,BEL,,,,0495/24.79.53,BE0800.234.558,NEE,NEE,boekhouding,,,bruyere.christophe@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,250.0,2024-04-22,MONS,,,1.0,HTT
2590.0,LA ROMAFLO,,CHAUSSEE DE MAUBEUGE,482,7022.0,MONS,BEL,,,,0470/07.95.27,BE0689.824.309,NEE,JA,boekhouding,,,laromanafils@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,florianromana@outlook.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-04-24,MONS,,,1.0,HTT
2599.0,PHAR-OST-FOV,DEPOORTER RIK,FRANCIS VERESTRAAT,26-B101,8400.0,OOSTENDE,BEL,,,,0495/51.15.10,BE1008.978.360,NEE,NEE,Boekhouding,,,depoorter.rik@telenet.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,,,,03 GROOTHANDEL ZONDER VEILING,2025-12-15,Extra controle,2500.0,2024-05-13,OOSTENDE,,,1.0,HTT
2601.0,DSM-CONSULT SRL,,RUE CLEMENCEAU,45,7340.0,COLFONTAINE,BEL,065/98.15.24,,,0487/24.59.21,BE1004.393.131,NEE,NEE,boekhouding,,,julien@dsm-consult.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-12-29,Klanten HTT,250.0,2024-05-14,MONS,,,1.0,HTT
2608.0,QUINTIN ISABELLE,,RUE HAUTE,9,7050.0,JURBISE,BEL,065/22.86.71,,,,BE0834.779.921,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,pascaldelporte@live.be,,,09 HORECA,,Klanten HTT,500.0,2024-05-17,MONS,,,1.0,HTT
2610.0,NO MAISON,,GRAND-PLACE,21,7000.0,MONS,BEL,0495/27.35.19,,,0492/16.45.61,BE0726.464.276,NEE,NEE,Boekhouding,,,giorgiosgyparakis@gmail.com,,,09 HORECA,2024-05-28,Klanten HTT,1500.0,2024-05-22,MONS,,,1.0,HTT
2617.0,SNC KROKET,,RUE DE LA PAIX,28 B2,7070.0,LE ROEULX,BEL,0474/45.69.07,,,0476/83.25.85,BE0768.583.854,NEE,NEE,boekhouding,,,kroketsartisanales@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-05-29,MONS,,,1.0,HTT
2622.0,O BAR'HIK,,RUE DE LA CLEF,8,7000.0,MONS,BEL,,,,0495/16.60.59,BE0717.936.194,NEE,JA,boekhouding,,,obarhikmons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-03-26,Klanten HTT,500.0,2024-06-05,MONS,,,1.0,HTT
2627.0,VERVOORT STEPHANIE,MA CUISINE BINCHE,ROUTE DE MONS,727,7130.0,BINCHE,BEL,,,,0493/18.79.78,BE0673.595.615,NEE,JA,boekhouding,,,repasadomicilemacuisine@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2024-06-06,MONS,,,1.0,HTT
2628.0,L'INSTANT C,,RUE D'ENGHIEN,8,7000.0,MONS,BEL,,,,0498/97.63.23,BE0538.708.997,NEE,JA,boekhouding,,,celine.linstantc@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2024-06-06,MONS,,,1.0,HTT
2632.0,L'EXCEL,,GRAND-PLACE,29,7000.0,MONS,BEL,,,,0472/24.89.62,BE1004.111.633,NEE,JA,boekhouding,,,secretariatlexcel@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-06,Klanten HTT,500.0,2024-06-07,MONS,,,1.0,HTT
2635.0,COTE APPART SRL,COSMO,AVENUE DES NOUVELLES TECHNOLOGIES,41,7080.0,FRAMERIES,BEL,,,,0492/52.81.66,BE0750.602.133,JA,NEE,Boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,sg.coteappart@gmail.com,,,09 HORECA,2026-01-06,Klanten HTT,2500.0,2024-06-12,MONS,,,1.0,HTT
2641.0,LE MEDIEVAL,,RUE DE BOUSSU,238,7334.0,SAINT-GHISLAIN,BEL,,,,0470/02.98.94,BE0694.555.731,NEE,NEE,boekhouding,,,info@brasserie-le-medieval.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-08,Klanten HTT,2500.0,2024-06-21,MONS,,,1.0,HTT
2643.0,LA FERME DE BONNE-MAMAN,,RUE DE PATURAGES,104,7041.0,QUEVY,BEL,,,,,BE0825.217.602,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2024-06-24,MONS,,,1.0,HTT
